date,type,from_country,to_country,amount_cmb,voyage_distance,confidence_score
2022-08-14,arrival,Australia,China,160000,5076.0,4.0
2022-08-14,arrival,Qatar,Thailand,217000,8373.0,4.0
2022-08-14,arrival,Australia,Japan,300544,14492.0,4.0
2022-08-14,arrival,United States,Spain,355000,18306.0,4.0
2022-08-15,arrival,Nigeria,France,138000,7826.0,4.0
2022-08-15,arrival,Trinidad and Tobago,China,170000,19323.0,4.0
2022-08-15,arrival,Qatar,Poland,209220,13239.0,4.0
2022-08-16,arrival,United Arab Emirates,India,135000,2595.0,4.0
2022-08-16,arrival,Qatar,Kuwait,145000,513.0,4.0
2022-08-16,arrival,Norway,Lithuania,147208,2961.0,4.0
2022-08-16,arrival,Australia,South Korea,174000,7200.0,4.0
2022-08-16,arrival,United States,France,174000,8807.0,4.0
2022-08-16,arrival,Qatar,Belgium,266000,11847.0,4.0
2022-08-17,arrival,United Arab Emirates,Japan,135000,12282.0,4.0
2022-08-17,arrival,Australia,Japan,160000,7048.0,4.0
2022-08-17,arrival,Qatar,Japan,174000,12032.0,4.0
2022-08-17,arrival,United States,Spain,174000,9268.0,4.0
2022-08-17,arrival,Qatar,India,210100,2663.0,4.0
2022-08-17,arrival,Qatar,United Kingdom,216200,11465.0,4.0
2022-08-18,arrival,Australia,Japan,127525,7045.0,4.0
2022-08-18,arrival,Qatar,Pakistan,145663,1732.0,4.0
2022-08-18,arrival,Trinidad and Tobago,Portugal,159700,6246.0,4.0
2022-08-18,arrival,Algeria,Türkiye,170000,2929.0,4.0
2022-08-18,arrival,United States,Spain,175000,8593.0,4.0
2022-08-18,arrival,United States,France,180000,9036.0,4.0
2022-08-18,arrival,Qatar,China,216000,10461.0,4.0
2022-08-19,arrival,United States,Netherlands,160000,9218.0,4.0
2022-08-19,arrival,Russia,China,172000,23084.0,4.0
2022-08-19,arrival,Qatar,Belgium,210100,11847.0,4.0
2022-08-19,arrival,Australia,Japan,350000,15481.0,4.0
2022-08-20,arrival,United States,Kuwait,138517,16613.0,4.0
2022-08-20,arrival,Australia,South Korea,152482,6773.0,4.0
2022-08-20,arrival,Nigeria,Kuwait,172000,14246.0,4.0
2022-08-20,arrival,United States,Taiwan,172717,19532.0,4.0
2022-08-20,arrival,Russia,Spain,174000,7907.0,4.0
2022-08-20,arrival,Qatar,United Kingdom,216200,11465.0,4.0
2022-08-20,arrival,Australia,Japan,292452,14352.0,4.0
2022-08-22,arrival,Qatar,Pakistan,138000,1732.0,4.0
2022-08-22,arrival,United States,Netherlands,174000,9218.0,4.0
2022-08-22,arrival,United States,Poland,174000,9970.0,4.0
2022-08-22,arrival,Qatar,Belgium,216000,11847.0,4.0
2022-08-23,arrival,United Arab Emirates,Japan,135490,12313.0,4.0
2022-08-23,arrival,Nigeria,Spain,145914,6537.0,4.0
2022-08-23,arrival,Australia,Japan,170000,7163.0,4.0
2022-08-23,arrival,Australia,Taiwan,174000,4926.0,4.0
2022-08-23,arrival,Qatar,Japan,216200,12741.0,4.0
2022-08-24,arrival,Russia,Finland,18000,1143.0,4.0
2022-08-24,arrival,Nigeria,South Korea,137300,19723.0,4.0
2022-08-24,arrival,United Arab Emirates,Japan,137540,12282.0,4.0
2022-08-24,arrival,Algeria,France,138058,1032.0,4.0
2022-08-24,arrival,Qatar,United Kingdom,138262,11465.0,4.0
2022-08-24,arrival,Nigeria,Pakistan,145926,13433.0,4.0
2022-08-24,arrival,Russia,France,168873,5724.0,4.0
2022-08-24,arrival,Russia,Portugal,170000,6676.0,4.0
2022-08-24,arrival,United States,Greece,170000,11455.0,4.0
2022-08-25,arrival,United Arab Emirates,India,137000,2595.0,4.0
2022-08-25,arrival,Qatar,Belgium,145702,11847.0,4.0
2022-08-25,arrival,Nigeria,Portugal,145952,6566.0,4.0
2022-08-25,arrival,Australia,Thailand,173400,4896.0,4.0
2022-08-25,arrival,United States,Japan,180000,17421.0,4.0
2022-08-25,arrival,Qatar,South Korea,265000,11629.0,4.0
2022-08-26,arrival,Qatar,Pakistan,145000,1732.0,4.0
2022-08-26,arrival,Australia,South Korea,145700,6851.0,4.0
2022-08-26,arrival,Nigeria,Japan,149600,20052.0,4.0
2022-08-26,arrival,Qatar,Taiwan,150000,10180.0,4.0
2022-08-27,arrival,Nigeria,Spain,148300,7281.0,4.0
2022-08-27,arrival,Egypt,Thailand,159800,11041.0,4.0
2022-08-27,arrival,Russia,France,169355,5724.0,4.0
2022-08-27,arrival,Qatar,Japan,210168,12381.0,4.0
2022-08-27,arrival,Qatar,France,266000,11768.0,4.0
2022-08-28,arrival,Qatar,Kuwait,145700,513.0,4.0
2022-08-28,arrival,Nigeria,Spain,164000,7591.0,4.0
2022-08-28,arrival,Equatorial Guinea,Chile,172000,12784.0,4.0
2022-08-28,arrival,Trinidad and Tobago,El Salvador,174000,3860.0,4.0
2022-08-28,arrival,Qatar,Belgium,209220,11847.0,4.0
2022-08-28,arrival,Qatar,India,261700,3380.0,4.0
2022-08-29,arrival,United States,France,173000,10029.0,4.0
2022-08-29,arrival,Egypt,Netherlands,180000,6107.0,4.0
2022-08-29,arrival,Qatar,China,266000,11188.0,4.0
2022-08-29,arrival,Australia,Japan,298028,13921.0,4.0
2022-08-30,arrival,Trinidad and Tobago,United States,138120,3949.0,4.0
2022-08-30,arrival,United States,South Korea,174000,18348.0,4.0
2022-08-30,arrival,Qatar,United Kingdom,216200,11465.0,4.0
2022-08-30,arrival,Qatar,China,217000,9539.0,4.0
2022-08-31,arrival,Russia,Belgium,168835,4806.0,4.0
2022-08-31,arrival,United States,Kuwait,171362,18456.0,4.0
2022-08-31,arrival,Equatorial Guinea,Portugal,180000,6525.0,4.0
2022-09-01,arrival,United States,Greece,151900,11505.0,4.0
2022-09-01,arrival,United States,France,345000,18311.0,4.0
2022-09-02,arrival,Algeria,France,75500,756.0,4.0
2022-09-02,arrival,Qatar,Pakistan,138000,1732.0,4.0
2022-09-02,arrival,Australia,South Korea,167000,7699.0,4.0
2022-09-02,arrival,United States,South Korea,177000,18106.0,4.0
2022-09-02,arrival,United States,Spain,180000,9920.0,4.0
2022-09-02,arrival,Qatar,United Kingdom,266398,11465.0,4.0
2022-09-03,arrival,Algeria,United Kingdom,75500,3598.0,4.0
2022-09-03,arrival,Norway,Lithuania,142759,2961.0,4.0
2022-09-03,arrival,Qatar,India,145663,2663.0,4.0
2022-09-03,arrival,Australia,Japan,152615,7335.0,4.0
2022-09-03,arrival,Egypt,South Korea,159800,14666.0,4.0
2022-09-03,arrival,United States,South Korea,174000,18463.0,4.0
2022-09-03,arrival,Qatar,China,216000,9799.0,4.0
2022-09-04,arrival,Australia,Japan,155000,7220.0,4.0
2022-09-04,arrival,Algeria,Türkiye,170000,2929.0,4.0
2022-09-04,arrival,Nigeria,Spain,170000,6537.0,4.0
2022-09-04,arrival,Australia,Taiwan,173673,5214.0,4.0
2022-09-04,arrival,United States,France,177000,10258.0,4.0
2022-09-05,arrival,Oman,France,160000,10748.0,4.0
2022-09-05,arrival,Australia,Hong Kong,173000,5536.0,4.0
2022-09-06,arrival,Norway,Netherlands,142612,2451.0,4.0
2022-09-06,arrival,Australia,Taiwan,173400,4926.0,4.0
2022-09-06,arrival,Australia,Thailand,180000,5035.0,4.0
2022-09-07,arrival,Qatar,Pakistan,145700,1732.0,4.0
2022-09-07,arrival,Malaysia,South Korea,165500,4238.0,4.0
2022-09-07,arrival,Australia,Japan,172000,7333.0,4.0
2022-09-07,arrival,Russia,Spain,174000,7602.0,4.0
2022-09-07,arrival,Trinidad and Tobago,China,174000,18640.0,4.0
2022-09-07,arrival,United States,South Korea,174000,18157.0,4.0
2022-09-07,arrival,United States,Portugal,175000,8416.0,4.0
2022-09-08,arrival,Nigeria,Kuwait,137300,14246.0,4.0
2022-09-08,arrival,Qatar,China,145000,9539.0,4.0
2022-09-08,arrival,Russia,France,172000,5724.0,4.0
2022-09-08,arrival,Australia,South Korea,174000,6683.0,4.0
2022-09-08,arrival,United States,United Kingdom,174000,9321.0,4.0
2022-09-09,arrival,Australia,Japan,127544,6892.0,4.0
2022-09-09,arrival,Norway,France,147208,2561.0,4.0
2022-09-09,arrival,Norway,Lithuania,154880,2961.0,4.0
2022-09-09,arrival,United States,United Kingdom,159274,9042.0,4.0
2022-09-09,arrival,Qatar,India,159800,2663.0,4.0
2022-09-09,arrival,Malaysia,Japan,160000,4311.0,4.0
2022-09-09,arrival,Equatorial Guinea,Chile,167158,12784.0,4.0
2022-09-09,arrival,United States,Netherlands,173400,9168.0,4.0
2022-09-09,arrival,Qatar,Poland,210000,13239.0,4.0
2022-09-09,arrival,Qatar,United Kingdom,210000,11465.0,4.0
2022-09-10,arrival,Russia,Spain,161870,6038.0,4.0
2022-09-10,arrival,Australia,Japan,173000,7048.0,4.0
2022-09-10,arrival,Qatar,China,210100,12059.0,4.0
2022-09-11,arrival,United States,Kuwait,164000,18405.0,4.0
2022-09-11,arrival,Russia,Netherlands,174000,4741.0,4.0
2022-09-11,arrival,United States,United Kingdom,174000,8457.0,4.0
2022-09-11,arrival,Qatar,South Korea,265000,11629.0,4.0
2022-09-12,arrival,Qatar,Pakistan,145000,1732.0,4.0
2022-09-12,arrival,Australia,Japan,154948,7444.0,4.0
2022-09-13,arrival,Algeria,France,75500,756.0,4.0
2022-09-13,arrival,Australia,Japan,127525,6876.0,4.0
2022-09-13,arrival,Qatar,India,145663,2216.0,4.0
2022-09-14,arrival,Malaysia,China,45000,2631.0,4.0
2022-09-14,arrival,Qatar,Taiwan,137568,10180.0,4.0
2022-09-14,arrival,Australia,South Korea,167000,7340.0,4.0
2022-09-14,arrival,United States,Taiwan,180000,19647.0,4.0
2022-09-14,arrival,Qatar,China,216200,9799.0,4.0
2022-09-15,arrival,United States,Spain,135000,8593.0,4.0
2022-09-15,arrival,United Arab Emirates,Japan,137100,12313.0,4.0
2022-09-15,arrival,Nigeria,Spain,148300,7281.0,4.0
2022-09-15,arrival,Nigeria,Portugal,149600,6566.0,4.0
2022-09-15,arrival,United States,Brazil,160000,6199.0,4.0
2022-09-15,arrival,Trinidad and Tobago,Italy,164000,8104.0,4.0
2022-09-15,arrival,United States,Japan,165000,17523.0,4.0
2022-09-15,arrival,Australia,Taiwan,174000,5214.0,4.0
2022-09-15,arrival,Qatar,France,216000,8657.0,4.0
2022-09-15,arrival,Qatar,South Korea,261700,11711.0,4.0
2022-09-16,arrival,Cameroon,Spain,155000,7454.0,4.0
2022-09-16,arrival,Nigeria,Kuwait,174000,14246.0,4.0
2022-09-16,arrival,Qatar,Japan,174000,12381.0,4.0
2022-09-17,arrival,Qatar,China,410700,21502.0,4.0
2022-09-18,arrival,Russia,Finland,18000,1143.0,4.0
2022-09-18,arrival,Oman,China,155000,8492.0,4.0
2022-09-18,arrival,United States,United Kingdom,160000,9092.0,4.0
2022-09-18,arrival,United States,Greece,174000,11734.0,4.0
2022-09-20,arrival,Nigeria,Spain,145952,7281.0,4.0
2022-09-20,arrival,Oman,Italy,174000,7311.0,4.0
2022-09-20,arrival,United States,Poland,175000,10199.0,4.0
2022-09-20,arrival,Qatar,China,210100,12059.0,4.0
2022-09-21,arrival,Australia,Taiwan,167000,7054.0,4.0
2022-09-21,arrival,Algeria,Türkiye,170000,2929.0,4.0
2022-09-21,arrival,United States,South Korea,174000,19056.0,4.0
2022-09-21,arrival,United States,Netherlands,180082,9218.0,4.0
2022-09-21,arrival,Qatar,China,266000,11188.0,4.0
2022-09-21,arrival,Australia,Japan,277934,14367.0,4.0
2022-09-22,arrival,United Arab Emirates,Japan,135000,12313.0,4.0
2022-09-22,arrival,Qatar,Belgium,210152,11847.0,4.0
2022-09-22,arrival,Qatar,Kuwait,216200,513.0,4.0
2022-09-22,arrival,Qatar,South Korea,266000,11711.0,4.0
2022-09-22,arrival,Qatar,United Kingdom,267335,11465.0,4.0
2022-09-22,arrival,United States,Netherlands,354000,18943.0,4.0
2022-09-23,arrival,Russia,Finland,22969,122.0,4.0
2022-09-23,arrival,Algeria,France,75500,756.0,4.0
2022-09-23,arrival,United Arab Emirates,Taiwan,135000,9864.0,4.0
2022-09-23,arrival,Russia,Belgium,170000,4806.0,4.0
2022-09-23,arrival,United States,United Kingdom,174000,9042.0,4.0
2022-09-24,arrival,Qatar,China,137354,11963.0,4.0
2022-09-24,arrival,Qatar,Taiwan,150000,10180.0,4.0
2022-09-24,arrival,Australia,Taiwan,160000,5214.0,4.0
2022-09-24,arrival,United States,Netherlands,160000,9218.0,4.0
2022-09-24,arrival,Norway,Lithuania,174000,2961.0,4.0
2022-09-24,arrival,Australia,Japan,328400,14779.0,4.0
2022-09-25,arrival,Algeria,Greece,75500,2414.0,4.0
2022-09-25,arrival,Qatar,Taiwan,138000,10180.0,4.0
2022-09-25,arrival,Nigeria,Portugal,141000,6566.0,4.0
2022-09-25,arrival,Qatar,Belgium,145700,11847.0,4.0
2022-09-25,arrival,Australia,South Korea,160000,7139.0,4.0
2022-09-25,arrival,United States,United Kingdom,160000,9321.0,4.0
2022-09-25,arrival,Nigeria,Spain,170000,7281.0,4.0
2022-09-26,arrival,United States,South Korea,170000,19056.0,4.0
2022-09-26,arrival,Australia,South Korea,174000,6683.0,4.0
2022-09-26,arrival,Qatar,Kuwait,216000,513.0,4.0
2022-09-26,arrival,Qatar,Poland,217000,13239.0,4.0
2022-09-27,arrival,United States,Netherlands,138517,7189.0,4.0
2022-09-27,arrival,Russia,China,170000,24474.0,4.0
2022-09-27,arrival,Qatar,China,210100,11963.0,4.0
2022-09-28,arrival,Malaysia,China,45000,3635.0,4.0
2022-09-28,arrival,Algeria,France,75500,756.0,4.0
2022-09-28,arrival,Qatar,Taiwan,135359,10180.0,4.0
2022-09-28,arrival,United States,Belgium,173400,9074.0,4.0
2022-09-28,arrival,Russia,France,174000,5724.0,4.0
2022-09-28,arrival,United States,Netherlands,174000,9447.0,4.0
2022-09-29,arrival,Russia,China,161870,23084.0,4.0
2022-09-29,arrival,Algeria,Spain,174000,700.0,4.0
2022-09-30,arrival,Russia,Belgium,18000,2442.0,4.0
2022-09-30,arrival,Australia,China,145700,5331.0,4.0
2022-09-30,arrival,Australia,South Korea,155000,7139.0,4.0
2022-09-30,arrival,United States,France,164000,9046.0,4.0
2022-09-30,arrival,Russia,Spain,168873,6013.0,4.0
2022-09-30,arrival,United States,Netherlands,174000,9218.0,4.0
2022-09-30,arrival,United States,United Kingdom,174000,9321.0,4.0
2022-09-30,arrival,Qatar,United Kingdom,261700,11465.0,4.0
2022-10-01,arrival,United States,Taiwan,145958,19532.0,4.0
2022-10-01,arrival,Norway,Spain,147208,5348.0,4.0
2022-10-01,arrival,United States,United Kingdom,173400,9092.0,4.0
2022-10-01,arrival,Australia,Taiwan,174000,4926.0,4.0
2022-10-01,arrival,Nigeria,Spain,175000,7591.0,4.0
2022-10-01,arrival,United States,Japan,180000,17882.0,4.0
2022-10-01,arrival,Qatar,Pakistan,216200,1732.0,4.0
2022-10-02,arrival,Norway,United Kingdom,142612,2566.0,4.0
2022-10-02,arrival,Australia,Japan,174000,6876.0,4.0
2022-10-02,arrival,United States,China,174000,19279.0,4.0
2022-10-03,arrival,United States,Kuwait,170000,18456.0,4.0
2022-10-03,arrival,Equatorial Guinea,South Korea,174000,19683.0,4.0
2022-10-03,arrival,United States,France,180000,10258.0,4.0
2022-10-04,arrival,Russia,Spain,161870,6038.0,4.0
2022-10-04,arrival,Qatar,Kuwait,210000,513.0,4.0
2022-10-05,arrival,Algeria,France,75500,756.0,4.0
2022-10-05,arrival,Australia,Japan,138028,6876.0,4.0
2022-10-05,arrival,United States,Chile,165772,6999.0,4.0
2022-10-05,arrival,United States,Taiwan,172717,19884.0,4.0
2022-10-05,arrival,Qatar,Belgium,209220,11847.0,4.0
2022-10-05,arrival,Qatar,Poland,216000,13239.0,4.0
2022-10-06,arrival,United States,Gibraltar,159274,8690.0,4.0
2022-10-06,arrival,United States,Netherlands,160000,7189.0,4.0
2022-10-06,arrival,Oman,India,174000,2360.0,4.0
2022-10-06,arrival,Qatar,China,216200,10461.0,4.0
2022-10-06,arrival,Australia,South Korea,346400,13128.0,4.0
2022-10-07,arrival,Norway,Lithuania,142759,2961.0,4.0
2022-10-07,arrival,Norway,France,147208,2561.0,4.0
2022-10-07,arrival,Australia,China,154948,6209.0,4.0
2022-10-07,arrival,Australia,South Korea,174000,7060.0,4.0
2022-10-08,arrival,Algeria,Türkiye,138058,2680.0,4.0
2022-10-08,arrival,Nigeria,Kuwait,145914,14246.0,4.0
2022-10-08,arrival,Trinidad and Tobago,Chile,160000,7235.0,4.0
2022-10-08,arrival,United States,Netherlands,160000,9218.0,4.0
2022-10-08,arrival,Algeria,United Kingdom,170000,2959.0,4.0
2022-10-09,arrival,Nigeria,Spain,170000,6976.0,4.0
2022-10-09,arrival,United States,France,180000,8995.0,4.0
2022-10-09,arrival,Qatar,South Korea,266000,11711.0,4.0
2022-10-10,arrival,Qatar,Belgium,145663,11847.0,4.0
2022-10-10,arrival,Australia,China,167000,8099.0,4.0
2022-10-10,arrival,United States,Spain,173400,8989.0,4.0
2022-10-10,arrival,Qatar,France,209220,8657.0,4.0
2022-10-11,arrival,Russia,Netherlands,170000,4741.0,4.0
2022-10-11,arrival,Russia,China,172000,25248.0,4.0
2022-10-11,arrival,United States,United Kingdom,180000,9092.0,4.0
2022-10-12,arrival,Russia,Belgium,161814,4806.0,4.0
2022-10-12,arrival,Russia,France,170000,5724.0,4.0
2022-10-13,arrival,Russia,Finland,18000,1143.0,4.0
2022-10-13,arrival,Algeria,Italy,75500,889.0,4.0
2022-10-13,arrival,United Arab Emirates,Kuwait,137000,707.0,4.0
2022-10-13,arrival,Australia,Japan,172000,6884.0,4.0
2022-10-13,arrival,Australia,Taiwan,174000,5214.0,4.0
2022-10-13,arrival,Cameroon,Netherlands,174000,8712.0,4.0
2022-10-13,arrival,Egypt,Türkiye,174000,1406.0,4.0
2022-10-13,arrival,Norway,Belgium,174000,2516.0,4.0
2022-10-13,arrival,Nigeria,United Kingdom,177000,8057.0,4.0
2022-10-13,arrival,United States,South Korea,180000,19040.0,4.0
2022-10-14,arrival,Australia,Japan,127544,7048.0,4.0
2022-10-14,arrival,Russia,Belgium,155000,4806.0,4.0
2022-10-14,arrival,United States,India,170000,19338.0,4.0
2022-10-14,arrival,United States,France,174000,9046.0,4.0
2022-10-14,arrival,United States,South Korea,175000,19056.0,4.0
2022-10-14,arrival,United States,United Kingdom,180000,8737.0,4.0
2022-10-15,arrival,United Arab Emirates,India,137100,2595.0,4.0
2022-10-15,arrival,Norway,Netherlands,142612,2451.0,4.0
2022-10-15,arrival,Qatar,France,210100,8657.0,4.0
2022-10-15,arrival,Qatar,Pakistan,210152,1732.0,4.0
2022-10-16,arrival,Nigeria,Spain,148300,7281.0,4.0
2022-10-16,arrival,Egypt,Spain,159800,3121.0,4.0
2022-10-16,arrival,Australia,Japan,160000,7333.0,4.0
2022-10-16,arrival,Russia,Spain,168835,6013.0,4.0
2022-10-16,arrival,United States,United Kingdom,171362,9092.0,4.0
2022-10-16,arrival,United States,France,174000,9275.0,4.0
2022-10-16,arrival,Qatar,South Korea,261700,11746.0,4.0
2022-10-17,arrival,Nigeria,Portugal,148300,6566.0,4.0
2022-10-17,arrival,Norway,Netherlands,154880,2451.0,4.0
2022-10-17,arrival,Trinidad and Tobago,United Kingdom,170000,7499.0,4.0
2022-10-18,arrival,Australia,Japan,127525,7017.0,4.0
2022-10-18,arrival,Nigeria,Pakistan,145926,13433.0,4.0
2022-10-18,arrival,United States,Lithuania,160000,10355.0,4.0
2022-10-18,arrival,United States,Türkiye,170723,12772.0,4.0
2022-10-18,arrival,Russia,France,174000,5724.0,4.0
2022-10-18,arrival,Qatar,China,216200,12059.0,4.0
2022-10-19,arrival,Australia,China,152615,7033.0,4.0
2022-10-19,arrival,Qatar,Poland,216200,13239.0,4.0
2022-10-20,arrival,Malaysia,China,45000,3635.0,4.0
2022-10-20,arrival,Australia,Taiwan,155000,5214.0,4.0
2022-10-20,arrival,Russia,France,168873,5724.0,4.0
2022-10-20,arrival,Australia,Japan,173000,7335.0,4.0
2022-10-20,arrival,Oman,Spain,174000,9966.0,4.0
2022-10-20,arrival,United States,United Kingdom,174000,9092.0,4.0
2022-10-20,arrival,Qatar,Pakistan,210100,1732.0,4.0
2022-10-21,arrival,Algeria,France,75500,756.0,4.0
2022-10-21,arrival,Australia,Japan,152482,7472.0,4.0
2022-10-21,arrival,Egypt,Netherlands,166000,6107.0,4.0
2022-10-21,arrival,Russia,France,170000,5724.0,4.0
2022-10-21,arrival,United States,Spain,175000,9407.0,4.0
2022-10-21,arrival,United States,France,180000,9275.0,4.0
2022-10-21,arrival,Qatar,China,210100,9799.0,4.0
2022-10-21,arrival,Australia,China,337000,11061.0,4.0
2022-10-22,arrival,Russia,Norway,22969,1674.0,4.0
2022-10-22,arrival,United Arab Emirates,Japan,135000,12282.0,4.0
2022-10-22,arrival,United States,Thailand,172717,22756.0,4.0
2022-10-22,arrival,United States,Japan,174000,17257.0,4.0
2022-10-22,arrival,Qatar,Belgium,266398,11847.0,4.0
2022-10-23,arrival,Russia,Japan,135000,1932.0,4.0
2022-10-23,arrival,Qatar,United Kingdom,267335,11814.0,4.0
2022-10-23,arrival,United States,South Korea,351000,38174.0,4.0
2022-10-24,arrival,Qatar,Pakistan,137262,1732.0,4.0
2022-10-24,arrival,Qatar,China,145702,10720.0,4.0
2022-10-24,arrival,Australia,India,173400,7162.0,4.0
2022-10-24,arrival,United States,Netherlands,180000,9218.0,4.0
2022-10-24,arrival,Qatar,Belgium,265000,11847.0,4.0
2022-10-24,arrival,United States,France,338000,19304.0,4.0
2022-10-25,arrival,Nigeria,Spain,170000,7281.0,4.0
2022-10-25,arrival,Russia,Belgium,170000,4806.0,4.0
2022-10-25,arrival,Qatar,China,266000,11188.0,4.0
2022-10-26,arrival,Nigeria,Portugal,138000,6566.0,4.0
2022-10-26,arrival,Algeria,Türkiye,138058,2929.0,4.0
2022-10-26,arrival,Qatar,Taiwan,150000,10180.0,4.0
2022-10-26,arrival,United Arab Emirates,France,150000,11700.0,4.0
2022-10-26,arrival,Australia,South Korea,174000,8143.0,4.0
2022-10-27,arrival,Qatar,Taiwan,135359,10180.0,4.0
2022-10-27,arrival,United States,Spain,138120,8593.0,4.0
2022-10-27,arrival,Qatar,United Arab Emirates,145700,475.0,4.0
2022-10-27,arrival,Trinidad and Tobago,Jamaica,167062,2026.0,4.0
2022-10-27,arrival,Qatar,South Korea,261700,11746.0,4.0
2022-10-28,arrival,Algeria,France,75500,756.0,4.0
2022-10-28,arrival,Qatar,Spain,137354,8772.0,4.0
2022-10-28,arrival,Australia,China,145700,6036.0,4.0
2022-10-28,arrival,Australia,Taiwan,174000,5353.0,4.0
2022-10-28,arrival,United States,France,174000,9275.0,4.0
2022-10-28,arrival,Qatar,United Kingdom,265000,11465.0,4.0
2022-10-29,arrival,United Arab Emirates,South Korea,135000,11643.0,4.0
2022-10-29,arrival,Russia,Spain,172000,6013.0,4.0
2022-10-29,arrival,United States,Belgium,174000,9074.0,4.0
2022-10-29,arrival,United States,United Kingdom,174000,8737.0,4.0
2022-10-30,arrival,Qatar,Croatia,145700,8135.0,4.0
2022-10-30,arrival,Russia,France,161814,5724.0,4.0
2022-10-30,arrival,United States,Poland,173400,9970.0,4.0
2022-10-30,arrival,Qatar,South Korea,216000,11746.0,4.0
2022-10-31,arrival,Russia,Finland,22969,1143.0,4.0
2022-10-31,arrival,United States,Kuwait,155000,18405.0,4.0
2022-11-01,arrival,Australia,Japan,138028,6876.0,4.0
2022-11-01,arrival,United States,China,174000,19506.0,4.0
2022-11-01,arrival,United States,South Korea,174000,19056.0,4.0
2022-11-01,arrival,Qatar,China,210000,11544.0,4.0
2022-11-02,arrival,Qatar,Croatia,138000,8135.0,4.0
2022-11-02,arrival,Russia,France,162000,5724.0,4.0
2022-11-02,arrival,United States,Türkiye,164000,12772.0,4.0
2022-11-02,arrival,United States,Netherlands,172000,7388.0,4.0
2022-11-02,arrival,Australia,Kuwait,174000,9494.0,4.0
2022-11-02,arrival,United States,India,174000,18149.0,4.0
2022-11-02,arrival,United States,United Kingdom,174000,9092.0,4.0
2022-11-02,arrival,United States,Spain,175000,8842.0,4.0
2022-11-02,arrival,Nigeria,Türkiye,180000,9817.0,4.0
2022-11-02,arrival,Qatar,Japan,217000,12381.0,4.0
2022-11-02,arrival,Qatar,France,267335,8657.0,4.0
2022-11-03,arrival,Qatar,Pakistan,145663,1732.0,4.0
2022-11-03,arrival,Russia,France,154880,4852.0,4.0
2022-11-03,arrival,Australia,Taiwan,167000,7054.0,4.0
2022-11-03,arrival,Russia,China,173000,25248.0,4.0
2022-11-03,arrival,Egypt,Spain,174000,3121.0,4.0
2022-11-04,arrival,United States,China,172717,19374.0,4.0
2022-11-04,arrival,Russia,Belgium,173400,4806.0,4.0
2022-11-05,arrival,Australia,Japan,125452,7017.0,4.0
2022-11-05,arrival,United States,South Korea,153000,19056.0,4.0
2022-11-05,arrival,Russia,Spain,155000,6996.0,4.0
2022-11-05,arrival,Australia,India,172000,5952.0,4.0
2022-11-05,arrival,Russia,Belgium,172000,4806.0,4.0
2022-11-05,arrival,United States,Spain,173000,9039.0,4.0
2022-11-05,arrival,United States,China,174000,19971.0,4.0
2022-11-05,arrival,United States,Netherlands,174000,9218.0,4.0
2022-11-05,arrival,United States,Portugal,175000,8416.0,4.0
2022-11-06,arrival,Algeria,Italy,75500,889.0,4.0
2022-11-06,arrival,Norway,Netherlands,142612,2451.0,4.0
2022-11-06,arrival,Norway,Lithuania,154880,2961.0,4.0
2022-11-06,arrival,Algeria,Türkiye,170000,2929.0,4.0
2022-11-06,arrival,Qatar,China,217000,9539.0,4.0
2022-11-06,arrival,Qatar,United Kingdom,265000,11465.0,4.0
2022-11-06,arrival,Australia,Japan,311540,14492.0,4.0
2022-11-07,arrival,Algeria,China,145700,15284.0,4.0
2022-11-07,arrival,Norway,Greece,147208,7675.0,4.0
2022-11-07,arrival,Trinidad and Tobago,South Korea,155000,18525.0,4.0
2022-11-07,arrival,Qatar,Türkiye,160000,6882.0,4.0
2022-11-07,arrival,United States,France,170000,10029.0,4.0
2022-11-07,arrival,United States,South Korea,174000,18348.0,4.0
2022-11-07,arrival,Algeria,Belgium,180000,2991.0,4.0
2022-11-07,arrival,Qatar,Pakistan,209220,1732.0,4.0
2022-11-08,arrival,Malaysia,China,45000,3635.0,4.0
2022-11-08,arrival,Australia,Japan,127544,6719.0,4.0
2022-11-08,arrival,Russia,China,135000,2972.0,4.0
2022-11-08,arrival,Qatar,Pakistan,145000,1732.0,4.0
2022-11-08,arrival,United States,Spain,160000,9178.0,4.0
2022-11-08,arrival,Russia,Belgium,170000,4806.0,4.0
2022-11-08,arrival,Qatar,Poland,216000,13239.0,4.0
2022-11-09,arrival,Australia,China,167000,5364.0,4.0
2022-11-09,arrival,United States,France,173400,9275.0,4.0
2022-11-09,arrival,Egypt,Japan,174000,15292.0,4.0
2022-11-09,arrival,Qatar,China,471800,21649.0,4.0
2022-11-10,arrival,Qatar,Belgium,151700,11847.0,4.0
2022-11-10,arrival,Egypt,Türkiye,159800,1406.0,4.0
2022-11-10,arrival,United States,Netherlands,166686,9168.0,4.0
2022-11-10,arrival,Russia,France,170000,5724.0,4.0
2022-11-10,arrival,Russia,Netherlands,173000,4741.0,4.0
2022-11-10,arrival,United States,Spain,173400,8562.0,4.0
2022-11-10,arrival,United States,United Kingdom,180000,9092.0,4.0
2022-11-11,arrival,United States,Spain,135000,8593.0,4.0
2022-11-11,arrival,Algeria,Türkiye,138058,2680.0,4.0
2022-11-11,arrival,Nigeria,Thailand,149600,16528.0,4.0
