date,type,from_country,to_country,amount_cmb,voyage_distance,confidence_score
2020-01-07,arrival,Norway,Sweden,18000,468.0,4.0
2020-01-08,arrival,Norway,United Kingdom,166686,2838.0,4.0
2020-01-10,arrival,Algeria,France,75500,1032.0,4.0
2020-01-11,arrival,Russia,Spain,172000,6013.0,4.0
2020-01-12,arrival,United States,Portugal,160000,8416.0,4.0
2020-01-12,arrival,Australia,Japan,174000,7107.0,4.0
2020-01-13,arrival,Australia,Japan,127525,7197.0,4.0
2020-01-13,arrival,Russia,Belgium,170000,4806.0,4.0
2020-01-13,arrival,Qatar,Türkiye,216000,7186.0,4.0
2020-01-14,arrival,Norway,Poland,147208,2577.0,4.0
2020-01-14,arrival,Australia,South Korea,152615,7139.0,4.0
2020-01-14,arrival,Russia,United Kingdom,170000,4857.0,4.0
2020-01-16,arrival,Russia,Netherlands,170000,4741.0,4.0
2020-01-16,arrival,United States,United Kingdom,174000,9042.0,4.0
2020-01-17,arrival,Norway,Sweden,18000,468.0,4.0
2020-01-17,arrival,Russia,China,150000,3069.0,4.0
2020-01-17,arrival,Oman,Pakistan,166000,899.0,4.0
2020-01-17,arrival,United States,Türkiye,180000,11771.0,4.0
2020-01-19,arrival,Australia,Japan,127544,6892.0,4.0
2020-01-19,arrival,Norway,Netherlands,142759,2451.0,4.0
2020-01-19,arrival,Qatar,Pakistan,145663,1732.0,4.0
2020-01-19,arrival,Qatar,China,266000,11188.0,4.0
2020-01-20,arrival,Qatar,South Korea,217000,11711.0,4.0
2020-01-21,arrival,United Arab Emirates,Japan,137000,12313.0,4.0
2020-01-21,arrival,Qatar,Türkiye,209220,6882.0,4.0
2020-01-22,arrival,Norway,United Kingdom,147208,2566.0,4.0
2020-01-22,arrival,Australia,China,167000,7112.0,4.0
2020-01-22,arrival,Qatar,South Korea,265000,11711.0,4.0
2020-01-22,arrival,Qatar,China,266000,11963.0,4.0
2020-01-22,arrival,Russia,Belgium,343000,9612.0,4.0
2020-01-23,arrival,Algeria,France,75500,1032.0,4.0
2020-01-23,arrival,Trinidad and Tobago,United States,138120,3949.0,4.0
2020-01-23,arrival,United States,United Kingdom,164000,8508.0,4.0
2020-01-23,arrival,Australia,China,167000,8099.0,4.0
2020-01-23,arrival,Russia,France,172000,4852.0,4.0
2020-01-24,arrival,Russia,Finland,18000,1143.0,4.0
2020-01-24,arrival,Russia,Netherlands,170000,4741.0,4.0
2020-01-24,arrival,United States,Mexico,174000,6967.0,4.0
2020-01-24,arrival,Qatar,Pakistan,210166,1732.0,4.0
2020-01-24,arrival,Qatar,South Korea,266000,11711.0,4.0
2020-01-25,arrival,Russia,Spain,173000,8114.0,4.0
2020-01-25,arrival,United States,Chile,175000,6885.0,4.0
2020-01-25,arrival,United States,Spain,180000,8822.0,4.0
2020-01-25,arrival,Qatar,United Kingdom,217000,11465.0,4.0
2020-01-26,arrival,Trinidad and Tobago,United Kingdom,142612,7499.0,4.0
2020-01-26,arrival,United States,Italy,149700,10374.0,4.0
2020-01-26,arrival,Nigeria,India,170000,13439.0,4.0
2020-01-26,arrival,Russia,Spain,173000,6013.0,4.0
2020-01-26,arrival,Nigeria,Portugal,180000,6566.0,4.0
2020-01-26,arrival,Qatar,Japan,209220,12186.0,4.0
2020-01-27,arrival,Australia,Japan,125452,7045.0,4.0
2020-01-27,arrival,Australia,China,152482,5697.0,4.0
2020-01-28,arrival,Russia,France,173000,4852.0,4.0
2020-01-29,arrival,Norway,United Kingdom,174000,2566.0,4.0
2020-01-30,arrival,Equatorial Guinea,Spain,167062,7551.0,4.0
2020-01-30,arrival,United States,Spain,170000,9128.0,4.0
2020-01-30,arrival,Australia,Japan,173000,7475.0,4.0
2020-01-31,arrival,Algeria,Italy,75500,1374.0,4.0
2020-01-31,arrival,Norway,Poland,147208,2577.0,4.0
2020-01-31,arrival,Trinidad and Tobago,Canada,159800,4265.0,4.0
2020-02-01,arrival,Nigeria,India,175000,13423.0,4.0
2020-02-01,arrival,Australia,Japan,290500,14181.0,4.0
2020-02-02,arrival,Norway,Sweden,18000,468.0,4.0
2020-02-02,arrival,Australia,China,155000,6070.0,4.0
2020-02-02,arrival,Qatar,Pakistan,216000,1732.0,4.0
2020-02-03,arrival,Australia,Japan,160000,7048.0,4.0
2020-02-03,arrival,United States,United Kingdom,160000,8457.0,4.0
2020-02-03,arrival,United States,Japan,173000,17605.0,4.0
2020-02-03,arrival,Russia,France,173400,5724.0,4.0
2020-02-03,arrival,United States,Türkiye,174000,11771.0,4.0
2020-02-03,arrival,Qatar,India,216200,2663.0,4.0
2020-02-03,arrival,Qatar,United Kingdom,261700,11465.0,4.0
2020-02-04,arrival,Russia,United Kingdom,170000,4857.0,4.0
2020-02-04,arrival,Russia,Netherlands,173000,4741.0,4.0
2020-02-04,arrival,Qatar,Thailand,209220,8373.0,4.0
2020-02-04,arrival,Qatar,South Korea,266000,11746.0,4.0
2020-02-05,arrival,United States,Japan,174000,17743.0,4.0
2020-02-05,arrival,Qatar,Japan,216200,12032.0,4.0
2020-02-06,arrival,Norway,Lithuania,142759,2961.0,4.0
2020-02-06,arrival,United States,Türkiye,173000,11771.0,4.0
2020-02-06,arrival,Australia,China,174000,5364.0,4.0
2020-02-06,arrival,Qatar,United Kingdom,210000,11465.0,4.0
2020-02-07,arrival,Norway,Netherlands,142612,2451.0,4.0
2020-02-07,arrival,Nigeria,Türkiye,148300,9817.0,4.0
2020-02-07,arrival,Russia,Japan,150000,2199.0,4.0
2020-02-07,arrival,Russia,Belgium,170000,4806.0,4.0
2020-02-07,arrival,Australia,Japan,174000,6876.0,4.0
2020-02-08,arrival,Algeria,Italy,75500,1374.0,4.0
2020-02-08,arrival,Nigeria,France,137300,7792.0,4.0
2020-02-08,arrival,Australia,Taiwan,167000,7054.0,4.0
2020-02-10,arrival,United States,Türkiye,138517,9928.0,4.0
2020-02-11,arrival,United States,Taiwan,138000,19532.0,4.0
2020-02-12,arrival,Australia,Japan,127525,7215.0,4.0
2020-02-12,arrival,Nigeria,Portugal,170000,6566.0,4.0
2020-02-12,arrival,Russia,Belgium,172000,4806.0,4.0
2020-02-13,arrival,United States,Türkiye,145494,12000.0,4.0
2020-02-13,arrival,Russia,United Kingdom,172000,4857.0,4.0
2020-02-14,arrival,Australia,South Korea,164000,7095.0,4.0
2020-02-14,arrival,Russia,Belgium,170000,4806.0,4.0
2020-02-14,arrival,United States,Spain,175000,9178.0,4.0
2020-02-14,arrival,Qatar,United Kingdom,210100,11465.0,4.0
2020-02-15,arrival,Trinidad and Tobago,United States,138059,1321.0,4.0
2020-02-15,arrival,United States,Spain,160000,8822.0,4.0
2020-02-16,arrival,Algeria,France,75500,1032.0,4.0
2020-02-16,arrival,Algeria,Italy,75500,1374.0,4.0
2020-02-16,arrival,Australia,Japan,127544,6793.0,4.0
2020-02-16,arrival,Russia,Belgium,173000,4806.0,4.0
2020-02-16,arrival,Qatar,Türkiye,209220,7186.0,4.0
2020-02-17,arrival,United States,Netherlands,160000,9218.0,4.0
2020-02-17,arrival,Russia,Belgium,172000,4806.0,4.0
2020-02-17,arrival,Russia,France,173000,4852.0,4.0
2020-02-17,arrival,Qatar,Belgium,210166,11847.0,4.0
2020-02-18,arrival,Russia,Finland,18000,1143.0,4.0
2020-02-18,arrival,Trinidad and Tobago,Spain,159800,7420.0,4.0
2020-02-18,arrival,United States,Italy,159800,10374.0,4.0
2020-02-18,arrival,United States,Chile,174000,6885.0,4.0
2020-02-18,arrival,Qatar,Japan,216200,12381.0,4.0
2020-02-18,arrival,Australia,Japan,319482,14761.0,4.0
2020-02-19,arrival,Russia,Belgium,170000,4806.0,4.0
2020-02-19,arrival,Russia,Portugal,173000,6676.0,4.0
2020-02-19,arrival,United States,South Korea,174000,19056.0,4.0
2020-02-19,arrival,United States,Spain,174000,9152.0,4.0
2020-02-20,arrival,Nigeria,China,170000,18908.0,4.0
2020-02-20,arrival,Australia,Japan,172000,7179.0,4.0
2020-02-20,arrival,United States,South Korea,180000,19091.0,4.0
2020-02-20,arrival,Qatar,India,215100,2663.0,4.0
2020-02-20,arrival,Qatar,Türkiye,217000,7186.0,4.0
2020-02-20,arrival,Qatar,China,266398,11963.0,4.0
2020-02-21,arrival,United States,United Kingdom,160000,9321.0,4.0
2020-02-21,arrival,Russia,Belgium,173400,4806.0,4.0
2020-02-21,arrival,Nigeria,France,180000,7792.0,4.0
2020-02-21,arrival,Qatar,Pakistan,216000,1732.0,4.0
2020-02-22,arrival,Norway,Spain,147208,4742.0,4.0
2020-02-22,arrival,Russia,Netherlands,170000,4741.0,4.0
2020-02-22,arrival,Russia,United Kingdom,173000,4857.0,4.0
2020-02-22,arrival,United States,Türkiye,180000,11883.0,4.0
2020-02-22,arrival,Qatar,China,261700,11188.0,4.0
2020-02-23,arrival,United States,United Kingdom,155000,8457.0,4.0
2020-02-23,arrival,Australia,China,167000,7312.0,4.0
2020-02-23,arrival,United States,Chile,174000,7765.0,4.0
2020-02-23,arrival,Qatar,Greece,210152,6938.0,4.0
2020-02-24,arrival,Russia,France,170000,5724.0,4.0
2020-02-24,arrival,Qatar,India,216000,2216.0,4.0
2020-02-24,arrival,Qatar,Thailand,216000,8373.0,4.0
2020-02-25,arrival,Norway,Lithuania,142759,2961.0,4.0
2020-02-25,arrival,Australia,China,154948,7408.0,4.0
2020-02-25,arrival,Australia,Thailand,173000,4608.0,4.0
2020-02-25,arrival,United States,Netherlands,177000,9168.0,4.0
2020-02-25,arrival,Qatar,Japan,216000,12381.0,4.0
2020-02-26,arrival,Algeria,France,75500,1032.0,4.0
2020-02-26,arrival,Qatar,Pakistan,145663,1732.0,4.0
2020-02-26,arrival,Russia,Belgium,170000,4806.0,4.0
2020-02-26,arrival,Qatar,China,261700,11188.0,4.0
2020-02-27,arrival,United States,Belgium,155000,9125.0,4.0
2020-02-27,arrival,United States,Türkiye,164000,12000.0,4.0
2020-02-27,arrival,Qatar,Türkiye,210000,7186.0,4.0
2020-02-27,arrival,Qatar,South Korea,265000,11711.0,4.0
2020-02-28,arrival,United States,Portugal,135000,8416.0,4.0
2020-02-28,arrival,United States,Spain,154880,8822.0,4.0
2020-02-28,arrival,Australia,India,172000,7162.0,4.0
2020-02-28,arrival,Russia,Belgium,172000,4806.0,4.0
2020-02-28,arrival,Trinidad and Tobago,China,174000,19026.0,4.0
2020-02-28,arrival,United States,Japan,174000,17276.0,4.0
2020-02-29,arrival,Australia,Japan,165500,7305.0,4.0
2020-03-01,arrival,Russia,Belgium,172000,4806.0,4.0
2020-03-02,arrival,Australia,Japan,125000,6596.0,4.0
2020-03-02,arrival,Nigeria,France,141000,7792.0,4.0
2020-03-02,arrival,Russia,Netherlands,170000,4741.0,4.0
2020-03-02,arrival,United States,France,174000,10029.0,4.0
2020-03-02,arrival,United States,Japan,177000,17523.0,4.0
2020-03-02,arrival,Qatar,United Kingdom,267335,11465.0,4.0
2020-03-03,arrival,Algeria,France,138058,1032.0,4.0
2020-03-03,arrival,United States,Taiwan,138120,19532.0,4.0
2020-03-03,arrival,United States,Mexico,149700,6937.0,4.0
2020-03-03,arrival,Algeria,Türkiye,170000,3452.0,4.0
2020-03-03,arrival,Russia,Belgium,173000,4806.0,4.0
2020-03-03,arrival,Qatar,United Kingdom,216200,11465.0,4.0
2020-03-04,arrival,Australia,China,167000,8099.0,4.0
2020-03-04,arrival,Russia,Netherlands,172000,4741.0,4.0
2020-03-04,arrival,Qatar,United Kingdom,266000,11465.0,4.0
2020-03-05,arrival,Algeria,Italy,75500,1374.0,4.0
2020-03-05,arrival,Norway,Lithuania,142612,2961.0,4.0
2020-03-05,arrival,Russia,United Kingdom,173000,4857.0,4.0
2020-03-05,arrival,Qatar,Spain,209220,8955.0,4.0
2020-03-05,arrival,Qatar,United Kingdom,266000,11465.0,4.0
2020-03-06,arrival,Australia,Japan,125452,6892.0,4.0
2020-03-06,arrival,United Arab Emirates,India,137100,2580.0,4.0
2020-03-06,arrival,Australia,China,174000,6538.0,4.0
2020-03-07,arrival,Norway,Netherlands,147208,2451.0,4.0
2020-03-07,arrival,United States,Spain,166000,9641.0,4.0
2020-03-07,arrival,Australia,Japan,170000,7502.0,4.0
2020-03-07,arrival,Russia,Belgium,173000,4806.0,4.0
2020-03-07,arrival,United States,Pakistan,173400,17592.0,4.0
2020-03-07,arrival,United States,France,174000,10142.0,4.0
2020-03-07,arrival,Qatar,Greece,216200,6938.0,4.0
2020-03-07,arrival,Qatar,China,265000,11963.0,4.0
2020-03-08,arrival,United States,South Korea,174000,19091.0,4.0
2020-03-09,arrival,Trinidad and Tobago,United States,138059,3949.0,4.0
2020-03-09,arrival,Qatar,Pakistan,145663,1732.0,4.0
2020-03-09,arrival,Nigeria,India,149600,13439.0,4.0
2020-03-09,arrival,Australia,Japan,155000,8278.0,4.0
2020-03-09,arrival,United States,Japan,160000,17997.0,4.0
2020-03-09,arrival,Russia,Spain,170000,6013.0,4.0
2020-03-09,arrival,United States,Spain,170000,9920.0,4.0
2020-03-10,arrival,Australia,Japan,127525,6719.0,4.0
2020-03-10,arrival,United States,United Kingdom,151812,9092.0,4.0
2020-03-10,arrival,Qatar,Türkiye,216000,6882.0,4.0
2020-03-11,arrival,United States,Belgium,162000,9125.0,4.0
2020-03-11,arrival,Australia,Japan,165000,7017.0,4.0
2020-03-11,arrival,Russia,Belgium,173000,4806.0,4.0
2020-03-11,arrival,Russia,Spain,173400,6013.0,4.0
2020-03-11,arrival,Qatar,South Korea,261700,11711.0,4.0
2020-03-12,arrival,Qatar,Japan,216200,12381.0,4.0
2020-03-13,arrival,Russia,Belgium,170000,4806.0,4.0
2020-03-13,arrival,Qatar,Pakistan,216200,1732.0,4.0
2020-03-14,arrival,United States,Belgium,159700,9353.0,4.0
2020-03-14,arrival,United States,Portugal,173000,8416.0,4.0
2020-03-14,arrival,Qatar,Thailand,217000,8373.0,4.0
2020-03-15,arrival,Norway,France,147208,2561.0,4.0
2020-03-15,arrival,Algeria,France,170000,1032.0,4.0
2020-03-15,arrival,Russia,United Kingdom,170000,5091.0,4.0
2020-03-16,arrival,Qatar,Taiwan,138000,10180.0,4.0
2020-03-16,arrival,Algeria,Türkiye,138058,3452.0,4.0
2020-03-16,arrival,Australia,South Korea,174000,6808.0,4.0
2020-03-17,arrival,Nigeria,Portugal,145952,6566.0,4.0
2020-03-17,arrival,Russia,Belgium,172000,4806.0,4.0
2020-03-17,arrival,Qatar,Pakistan,216200,1732.0,4.0
2020-03-18,arrival,Russia,Finland,18000,1143.0,4.0
2020-03-18,arrival,Australia,Japan,138000,6596.0,4.0
2020-03-18,arrival,United States,United Kingdom,174000,8621.0,4.0
2020-03-18,arrival,United States,Taiwan,180000,19770.0,4.0
2020-03-18,arrival,Qatar,Belgium,210000,11847.0,4.0
2020-03-19,arrival,Trinidad and Tobago,Netherlands,138517,7625.0,4.0
2020-03-19,arrival,Nigeria,Thailand,170000,16528.0,4.0
2020-03-19,arrival,United States,Chile,175000,6885.0,4.0
2020-03-19,arrival,Qatar,India,210000,2216.0,4.0
2020-03-20,arrival,Qatar,India,145700,2663.0,4.0
2020-03-20,arrival,Norway,Portugal,147208,4423.0,4.0
2020-03-20,arrival,Nigeria,Japan,170000,20052.0,4.0
2020-03-20,arrival,Russia,Belgium,170000,4806.0,4.0
2020-03-20,arrival,Russia,France,173000,5724.0,4.0
2020-03-21,arrival,Nigeria,United Kingdom,148300,8057.0,4.0
2020-03-21,arrival,Nigeria,China,159800,19697.0,4.0
2020-03-21,arrival,United States,Netherlands,160000,9168.0,4.0
2020-03-21,arrival,Qatar,India,209220,2663.0,4.0
2020-03-22,arrival,Australia,Japan,127544,7017.0,4.0
2020-03-22,arrival,Australia,China,154948,6209.0,4.0
2020-03-22,arrival,Australia,Taiwan,167000,7054.0,4.0
2020-03-22,arrival,Qatar,Poland,209220,13239.0,4.0
2020-03-23,arrival,Australia,Japan,152615,7304.0,4.0
2020-03-23,arrival,Russia,Belgium,172000,4806.0,4.0
2020-03-23,arrival,Qatar,China,210100,10461.0,4.0
2020-03-23,arrival,Qatar,Türkiye,210100,7186.0,4.0
2020-03-23,arrival,Qatar,Pakistan,210152,1732.0,4.0
2020-03-23,arrival,Qatar,Japan,216000,12381.0,4.0
2020-03-24,arrival,Norway,Lithuania,154880,2961.0,4.0
2020-03-24,arrival,Australia,China,319958,13883.0,4.0
2020-03-25,arrival,Qatar,Taiwan,145700,10180.0,4.0
2020-03-25,arrival,Australia,Japan,173000,7475.0,4.0
2020-03-25,arrival,Russia,Belgium,173000,4806.0,4.0
2020-03-26,arrival,Norway,Sweden,18000,468.0,4.0
2020-03-26,arrival,Russia,France,173000,5724.0,4.0
2020-03-26,arrival,Australia,Japan,174000,6876.0,4.0
2020-03-27,arrival,Qatar,Croatia,145700,8135.0,4.0
2020-03-27,arrival,Nigeria,Türkiye,148300,9568.0,4.0
2020-03-27,arrival,United States,Netherlands,160000,9218.0,4.0
2020-03-27,arrival,United States,Spain,180000,9804.0,4.0
2020-03-28,arrival,Trinidad and Tobago,United States,135000,1321.0,4.0
2020-03-28,arrival,Australia,China,167000,7112.0,4.0
2020-03-28,arrival,Russia,Netherlands,173000,4741.0,4.0
2020-03-28,arrival,Australia,Japan,173673,7076.0,4.0
2020-03-28,arrival,Qatar,South Korea,261700,11711.0,4.0
2020-03-29,arrival,Australia,Japan,125452,7048.0,4.0
2020-03-29,arrival,Qatar,Croatia,145700,8135.0,4.0
2020-03-29,arrival,United States,Thailand,159274,22756.0,4.0
2020-03-30,arrival,Nigeria,India,145926,13439.0,4.0
2020-03-30,arrival,Russia,Belgium,170000,4806.0,4.0
2020-03-30,arrival,Nigeria,China,175000,19993.0,4.0
2020-03-31,arrival,United States,Taiwan,151900,19884.0,4.0
2020-03-31,arrival,Australia,China,160000,5523.0,4.0
2020-03-31,arrival,Australia,Thailand,165500,8062.0,4.0
2020-04-01,arrival,Qatar,Croatia,145663,8135.0,4.0
2020-04-01,arrival,United States,Japan,180000,17832.0,4.0
2020-04-02,arrival,Norway,France,142612,2561.0,4.0
2020-04-02,arrival,Russia,France,170000,5724.0,4.0
2020-04-02,arrival,Nigeria,Netherlands,174000,8540.0,4.0
2020-04-03,arrival,United States,Greece,174000,11505.0,4.0
2020-04-03,arrival,Qatar,China,216200,10720.0,4.0
2020-04-04,arrival,Norway,France,147208,6199.0,4.0
2020-04-04,arrival,United States,France,160000,9046.0,4.0
2020-04-04,arrival,United States,Netherlands,174000,9218.0,4.0
2020-04-05,arrival,Russia,Netherlands,172000,4741.0,4.0
2020-04-06,arrival,Algeria,Spain,75500,494.0,4.0
2020-04-06,arrival,Australia,Japan,127525,6596.0,4.0
2020-04-06,arrival,Qatar,Croatia,145000,8135.0,4.0
2020-04-06,arrival,United States,Spain,149700,9039.0,4.0
2020-04-07,arrival,Norway,Netherlands,147208,2451.0,4.0
2020-04-08,arrival,United States,India,175000,18149.0,4.0
2020-04-08,arrival,Qatar,Türkiye,210152,7186.0,4.0
2020-04-09,arrival,United Arab Emirates,India,135000,2595.0,4.0
2020-04-09,arrival,Qatar,Croatia,151700,8135.0,4.0
2020-04-09,arrival,United States,United Kingdom,325212,17600.0,4.0
2020-04-10,arrival,Qatar,Pakistan,210100,1732.0,4.0
2020-04-11,arrival,Qatar,Belgium,216000,11847.0,4.0
2020-04-12,arrival,Australia,China,167158,5619.0,4.0
2020-04-12,arrival,Russia,France,170000,5724.0,4.0
2020-04-12,arrival,Qatar,United Kingdom,209220,11465.0,4.0
2020-04-13,arrival,Qatar,Taiwan,138000,10180.0,4.0
2020-04-13,arrival,Algeria,France,170000,1032.0,4.0
2020-04-13,arrival,Qatar,South Korea,266000,11711.0,4.0
2020-04-14,arrival,Russia,Finland,18000,1143.0,4.0
2020-04-14,arrival,Algeria,France,75500,1032.0,4.0
2020-04-14,arrival,Algeria,Italy,75500,1374.0,4.0
2020-04-14,arrival,Russia,France,172000,5724.0,4.0
2020-04-15,arrival,Australia,Japan,174000,7048.0,4.0
2020-04-15,arrival,Trinidad and Tobago,United Kingdom,174000,7499.0,4.0
2020-04-15,arrival,Qatar,Pakistan,210166,1732.0,4.0
2020-04-15,arrival,Qatar,Türkiye,216000,6882.0,4.0
2020-04-16,arrival,Australia,Japan,152482,7220.0,4.0
2020-04-17,arrival,Qatar,United Kingdom,216200,11465.0,4.0
2020-04-18,arrival,Russia,Belgium,173000,4806.0,4.0
2020-04-18,arrival,Qatar,United Kingdom,210100,11465.0,4.0
2020-04-18,arrival,Qatar,India,210168,2663.0,4.0
2020-04-18,arrival,Qatar,Taiwan,217000,9933.0,4.0
2020-04-19,arrival,Norway,Lithuania,147208,2961.0,4.0
2020-04-20,arrival,Nigeria,China,174000,18395.0,4.0
2020-04-21,arrival,Trinidad and Tobago,Türkiye,138517,9749.0,4.0
2020-04-21,arrival,Russia,Belgium,173000,4806.0,4.0
2020-04-21,arrival,Qatar,United Kingdom,210100,11465.0,4.0
2020-04-22,arrival,United States,France,160000,8995.0,4.0
2020-04-22,arrival,Russia,Belgium,170000,4806.0,4.0
2020-04-22,arrival,Australia,China,309948,12320.0,4.0
2020-04-23,arrival,Qatar,China,217000,10461.0,4.0
2020-04-24,arrival,Russia,Spain,170000,6013.0,4.0
2020-04-24,arrival,Trinidad and Tobago,Netherlands,173400,7625.0,4.0
2020-04-25,arrival,United States,France,160000,8807.0,4.0
2020-04-25,arrival,United States,Netherlands,180000,9331.0,4.0
2020-04-25,arrival,Qatar,United Kingdom,266000,11465.0,4.0
2020-04-25,arrival,Australia,China,348000,14433.0,4.0
2020-04-27,arrival,Algeria,France,75500,1032.0,4.0
2020-04-27,arrival,Equatorial Guinea,South Korea,155000,19604.0,4.0
2020-04-27,arrival,United States,Japan,174000,17338.0,4.0
2020-04-27,arrival,United States,South Korea,174000,19040.0,4.0
2020-04-28,arrival,United States,China,160000,19556.0,4.0
2020-04-28,arrival,Qatar,Belgium,209220,11847.0,4.0
2020-04-29,arrival,Russia,Finland,18000,1143.0,4.0
2020-04-29,arrival,Australia,China,167000,6538.0,4.0
2020-04-29,arrival,United States,Taiwan,174000,19801.0,4.0
2020-04-29,arrival,United States,Türkiye,175000,12019.0,4.0
2020-04-29,arrival,Qatar,United Kingdom,216200,11465.0,4.0
2020-04-30,arrival,Norway,Türkiye,154880,7940.0,4.0
2020-04-30,arrival,Russia,France,173400,4852.0,4.0
2020-04-30,arrival,United States,China,180082,19506.0,4.0
2020-04-30,arrival,Qatar,Türkiye,210100,6882.0,4.0
2020-04-30,arrival,Qatar,South Korea,261700,11629.0,4.0
2020-05-01,arrival,Norway,France,147208,2561.0,4.0
2020-05-01,arrival,Australia,China,159764,7408.0,4.0
2020-05-01,arrival,Russia,Belgium,170000,4806.0,4.0
2020-05-01,arrival,Russia,France,172000,5724.0,4.0
2020-05-01,arrival,Australia,South Korea,180000,6808.0,4.0
2020-05-02,arrival,Algeria,Italy,75500,1374.0,4.0
2020-05-02,arrival,Australia,Japan,127544,7048.0,4.0
2020-05-03,arrival,Qatar,Pakistan,151700,1732.0,4.0
2020-05-03,arrival,Qatar,Belgium,209220,11847.0,4.0
2020-05-04,arrival,Russia,United Kingdom,172000,5091.0,4.0
2020-05-05,arrival,Australia,Japan,125000,7048.0,4.0
2020-05-05,arrival,Russia,Netherlands,173000,4741.0,4.0
2020-05-06,arrival,United Arab Emirates,India,137100,2595.0,4.0
2020-05-06,arrival,Qatar,United Kingdom,210000,11465.0,4.0
2020-05-06,arrival,Qatar,Poland,216000,13239.0,4.0
2020-05-06,arrival,Qatar,Belgium,216200,11847.0,4.0
2020-05-07,arrival,Algeria,France,75500,1032.0,4.0
2020-05-07,arrival,Qatar,Spain,138262,8772.0,4.0
2020-05-07,arrival,Qatar,China,216200,10720.0,4.0
2020-05-08,arrival,Qatar,India,138000,2663.0,4.0
2020-05-08,arrival,United States,Spain,160000,9128.0,4.0
2020-05-08,arrival,Trinidad and Tobago,Netherlands,174000,7625.0,4.0
2020-05-09,arrival,United States,China,153000,20364.0,4.0
2020-05-09,arrival,Algeria,Türkiye,170000,2680.0,4.0
2020-05-09,arrival,Qatar,Pakistan,209220,1732.0,4.0
2020-05-09,arrival,Qatar,United Kingdom,210166,11465.0,4.0
2020-05-10,arrival,Australia,Japan,125452,6892.0,4.0
2020-05-10,arrival,Qatar,Taiwan,145000,10180.0,4.0
2020-05-10,arrival,Norway,Spain,147208,5861.0,4.0
2020-05-10,arrival,Trinidad and Tobago,United Arab Emirates,154948,15522.0,4.0
2020-05-11,arrival,Australia,China,152482,6070.0,4.0
2020-05-11,arrival,United States,India,159700,18378.0,4.0
2020-05-11,arrival,Russia,France,173000,5724.0,4.0
2020-05-13,arrival,Trinidad and Tobago,Croatia,138059,9461.0,4.0
2020-05-13,arrival,Russia,Belgium,170000,4806.0,4.0
2020-05-13,arrival,United States,Portugal,170000,8645.0,4.0
2020-05-13,arrival,Russia,France,173000,4852.0,4.0
2020-05-13,arrival,Qatar,China,267335,11763.0,4.0
2020-05-14,arrival,Russia,Belgium,170000,4806.0,4.0
2020-05-14,arrival,Qatar,United Kingdom,210168,11465.0,4.0
2020-05-14,arrival,Qatar,Thailand,217000,8373.0,4.0
2020-05-15,arrival,Russia,Sweden,18000,1571.0,4.0
2020-05-15,arrival,United States,Poland,160000,10083.0,4.0
2020-05-15,arrival,Qatar,United Kingdom,216200,11465.0,4.0
2020-05-16,arrival,United States,Spain,160000,8613.0,4.0
2020-05-17,arrival,United Arab Emirates,United Arab Emirates,137540,383.0,4.0
2020-05-17,arrival,United States,Netherlands,155000,9168.0,4.0
2020-05-17,arrival,United States,South Korea,174000,19056.0,4.0
2020-05-17,arrival,Russia,France,343000,10576.0,4.0
2020-05-18,arrival,United Arab Emirates,India,135000,2595.0,4.0
2020-05-18,arrival,Australia,China,172000,7121.0,4.0
2020-05-18,arrival,Australia,South Korea,173000,7235.0,4.0
2020-05-18,arrival,Russia,Belgium,340000,9612.0,4.0
2020-05-19,arrival,Algeria,Türkiye,170000,2680.0,4.0
2020-05-19,arrival,United States,Chile,170000,7765.0,4.0
2020-05-19,arrival,Qatar,Japan,180000,12381.0,4.0
2020-05-20,arrival,United States,Greece,159274,11505.0,4.0
2020-05-20,arrival,United States,South Korea,174000,19091.0,4.0
2020-05-21,arrival,Algeria,France,75500,1032.0,4.0
2020-05-21,arrival,Russia,Netherlands,173400,4741.0,4.0
2020-05-21,arrival,Qatar,South Korea,265000,11746.0,4.0
2020-05-22,arrival,United States,Spain,160000,8822.0,4.0
2020-05-22,arrival,Australia,China,161870,5782.0,4.0
2020-05-22,arrival,United States,South Korea,174000,19056.0,4.0
2020-05-22,arrival,Qatar,China,261700,11188.0,4.0
2020-05-23,arrival,United States,Pakistan,159800,17755.0,4.0
2020-05-23,arrival,United States,Lithuania,165000,10355.0,4.0
2020-05-23,arrival,United States,China,173400,19556.0,4.0
2020-05-24,arrival,Australia,China,160000,5950.0,4.0
2020-05-24,arrival,Russia,Spain,172000,6013.0,4.0
2020-05-24,arrival,Russia,France,173000,5724.0,4.0
2020-05-24,arrival,Qatar,United Kingdom,216000,11465.0,4.0
2020-05-25,arrival,Australia,Thailand,164000,4608.0,4.0
2020-05-25,arrival,Australia,Japan,174000,7048.0,4.0
2020-05-25,arrival,Qatar,France,216200,8657.0,4.0
2020-05-26,arrival,Nigeria,Netherlands,170000,8540.0,4.0
2020-05-26,arrival,Qatar,South Korea,267335,11629.0,4.0
2020-05-27,arrival,Russia,China,150000,3069.0,4.0
2020-05-27,arrival,United States,South Korea,151812,19056.0,4.0
2020-05-27,arrival,Australia,China,160000,6825.0,4.0
2020-05-27,arrival,Qatar,United Kingdom,266000,11465.0,4.0
2020-05-28,arrival,Australia,Japan,138028,6892.0,4.0
