name,date,processed_cbm
Corpus Christi LNG Terminal,2020-04-05,153000
Gate LNG Terminal,2020-04-05,172000
Bilbao LNG Terminal,2020-04-06,149700
Calcasieu Pass LNG Terminal,2020-04-06,160000
Gorgon LNG Terminal,2020-04-06,154948
Krk FSRU,2020-04-06,145000
Rasgas LNG Terminal 3,2020-04-06,217000
Sagunto LNG Terminal,2020-04-06,75500
Yamal LNG Terminal,2020-04-06,173000
Yanai LNG Terminal,2020-04-06,127525
Gate LNG Terminal,2020-04-07,147208
Rasgas LNG Terminal 3,2020-04-07,261700
Atlantic LNG Terminal,2020-04-08,138517
Hazira LNG Terminal,2020-04-08,175000
Marmara LNG Terminal,2020-04-08,210152
Pluto LNG Terminal,2020-04-08,174000
Rasgas LNG Terminal 3,2020-04-08,210000
Arzew-Bethioua LNG Terminal,2020-04-09,75500
Freeport LNG Terminal,2020-04-09,180000
Grain LNG Terminal,2020-04-09,151812
Hazira LNG Terminal,2020-04-09,135000
Krk FSRU,2020-04-09,151700
South Hook LNG Terminal,2020-04-09,173400
Arzew-Bethioua LNG Terminal,2020-04-10,245500
GasPort FSRU,2020-04-10,210100
Punta Europa LNG Terminal,2020-04-10,174000
Rasgas LNG Terminal 3,2020-04-10,426166
Vysotsk LNG Terminal,2020-04-10,18000
Pluto LNG Terminal,2020-04-11,155000
Yamal LNG Terminal,2020-04-11,170000
Zeebrugge LNG Terminal,2020-04-11,216000
Freeport LNG Terminal,2020-04-12,180000
Gorgon LNG Terminal,2020-04-12,174000
Hainan Shennan LNG Storage Facility,2020-04-12,167158
Montoir LNG Terminal,2020-04-12,170000
Rasgas LNG Terminal 3,2020-04-12,425420
Sabine Pass LNG Terminal,2020-04-12,160000
South Hook LNG Terminal,2020-04-12,209220
Wheatstone LNG Terminal,2020-04-12,160000
Atlantic LNG Terminal,2020-04-13,173400
Fos Tonkin LNG Terminal,2020-04-13,170000
Incheon LNG Terminal,2020-04-13,266000
Rasgas LNG Terminal 3,2020-04-13,210168
Taichung LNG Terminal,2020-04-13,138000
Yamal LNG Terminal,2020-04-13,173000
Fos Tonkin LNG Terminal,2020-04-14,75500
Hammerfest LNG Snohvit Terminal,2020-04-14,147208
Montoir LNG Terminal,2020-04-14,172000
Panigaglia LNG Terminal,2020-04-14,75500
Sabine Pass LNG Terminal,2020-04-14,175000
Tornio Manga LNG Terminal,2020-04-14,18000
Yamal LNG Terminal,2020-04-14,170000
Calcasieu Pass LNG Terminal,2020-04-15,160000
GasPort FSRU,2020-04-15,210166
Grain LNG Terminal,2020-04-15,174000
Izmir Aliaga LNG Terminal,2020-04-15,216000
Rasgas LNG Terminal 3,2020-04-15,216200
Sodegaura LNG Terminal,2020-04-15,174000
Yamal LNG Terminal,2020-04-15,173400
Atlantic LNG Terminal,2020-04-16,138059
Mizushima LNG Terminal,2020-04-16,152482
Sabine Pass LNG Terminal,2020-04-16,174000
Gorgon LNG Terminal,2020-04-17,159764
Rasgas LNG Terminal 3,2020-04-17,210100
South Hook LNG Terminal,2020-04-17,216200
Hammerfest LNG Snohvit Terminal,2020-04-18,154880
Hazira LNG Terminal,2020-04-18,210168
Rasgas LNG Terminal 3,2020-04-18,483535
South Hook LNG Terminal,2020-04-18,210100
Yamal LNG Terminal,2020-04-18,172000
Yung-An LNG Terminal,2020-04-18,217000
Zeebrugge LNG Terminal,2020-04-18,173000
Klaipeda FSRU,2020-04-19,147208
Pluto LNG Terminal,2020-04-19,127544
Yamal LNG Terminal,2020-04-19,170000
Gorgon LNG Terminal,2020-04-20,167000
Pluto LNG Terminal,2020-04-20,125000
Rasgas LNG Terminal 3,2020-04-20,210166
Sabine Pass LNG Terminal,2020-04-20,174000
Wenzhou LNG Terminal,2020-04-20,174000
Calcasieu Pass LNG Terminal,2020-04-21,177000
Marmara LNG Terminal,2020-04-21,138517
Rasgas LNG Terminal 3,2020-04-21,261700
Sabine Pass LNG Terminal,2020-04-21,170000
South Hook LNG Terminal,2020-04-21,210100
Yamal LNG Terminal,2020-04-21,173000
Zeebrugge LNG Terminal,2020-04-21,173000
Dunkirk LNG Terminal,2020-04-22,160000
Pluto LNG Terminal,2020-04-22,180000
Qidong LNG Terminal,2020-04-22,155000
Rasgas LNG Terminal 3,2020-04-22,145000
Sabine Pass LNG Terminal,2020-04-22,173400
Zeebrugge LNG Terminal,2020-04-22,170000
Zhoushan LNG Terminal,2020-04-22,154948
Atlantic LNG Terminal,2020-04-23,174000
Freeport LNG Terminal,2020-04-23,159800
Hammerfest LNG Snohvit Terminal,2020-04-23,147208
Sabine Pass LNG Terminal,2020-04-23,174000
Wenzhou LNG Terminal,2020-04-23,217000
Arzew-Bethioua LNG Terminal,2020-04-24,75500
Bilbao LNG Terminal,2020-04-24,170000
Das Island LNG Terminal,2020-04-24,135000
Gate LNG Terminal,2020-04-24,173400
Pluto LNG Terminal,2020-04-24,125452
Rasgas LNG Terminal 3,2020-04-24,138262
Sabine Pass LNG Terminal,2020-04-24,137680
Gate LNG Terminal,2020-04-25,180000
Montoir LNG Terminal,2020-04-25,160000
Rasgas LNG Terminal 3,2020-04-25,390168
South Hook LNG Terminal,2020-04-25,266000
Tianjin LNG Terminal (Sinopec),2020-04-25,174000
Xintian Tangshan LNG Terminal,2020-04-25,174000
Vysotsk LNG Terminal,2020-04-26,18000
Fos Tonkin LNG Terminal,2020-04-27,75500
Incheon LNG Terminal,2020-04-27,155000
Pyeongtaek LNG Terminal,2020-04-27,174000
Rasgas LNG Terminal 3,2020-04-27,419035
Sodegaura LNG Terminal,2020-04-27,174000
Yamal LNG Terminal,2020-04-27,173000
Arzew-Bethioua LNG Terminal,2020-04-28,75500
Rasgas LNG Terminal 3,2020-04-28,216200
Sabine Pass LNG Terminal,2020-04-28,151812
Tianjin LNG Terminal (Sinopec),2020-04-28,160000
Zeebrugge LNG Terminal,2020-04-28,209220
Arzew-Bethioua LNG Terminal,2020-04-29,170000
Freeport LNG Terminal,2020-04-29,174000
Hammerfest LNG Snohvit Terminal,2020-04-29,147208
Marmara LNG Terminal,2020-04-29,175000
Qidong LNG Terminal,2020-04-29,167000
Rasgas LNG Terminal 3,2020-04-29,216000
South Hook LNG Terminal,2020-04-29,216200
Tornio Manga LNG Terminal,2020-04-29,18000
Yung-An LNG Terminal,2020-04-29,174000
Corpus Christi LNG Terminal,2020-04-30,170000
Dunkirk LNG Terminal,2020-04-30,173400
Gorgon LNG Terminal,2020-04-30,152482
Izmir Aliaga LNG Terminal,2020-04-30,364980
Rasgas LNG Terminal 3,2020-04-30,209220
Tianjin LNG Terminal (Sinopec),2020-04-30,180082
Tongyoung LNG Terminal,2020-04-30,261700
Yamal LNG Terminal,2020-04-30,173000
Dunkirk LNG Terminal,2020-05-01,147208
Montoir LNG Terminal,2020-05-01,172000
Pyeongtaek LNG Terminal,2020-05-01,180000
Rasgas LNG Terminal 3,2020-05-01,266000
Sabine Pass LNG Terminal,2020-05-01,333274
Tianjin LNG Terminal (Sinopec),2020-05-01,159764
Yamal LNG Terminal,2020-05-01,173000
Zeebrugge LNG Terminal,2020-05-01,170000
Das Island LNG Terminal,2020-05-02,137100
Panigaglia LNG Terminal,2020-05-02,75500
Rasgas LNG Terminal 3,2020-05-02,265000
Sodegaura LNG Terminal,2020-05-02,127544
Freeport LNG Terminal,2020-05-03,160000
GasPort FSRU,2020-05-03,151700
Rasgas LNG Terminal 3,2020-05-03,355000
Sabine Pass LNG Terminal,2020-05-03,174000
Yamal LNG Terminal,2020-05-03,170000
Zeebrugge LNG Terminal,2020-05-03,209220
Arzew-Bethioua LNG Terminal,2020-05-04,75500
South Hook LNG Terminal,2020-05-04,172000
Yamal LNG Terminal,2020-05-04,170000
Calcasieu Pass LNG Terminal,2020-05-05,155000
Gate LNG Terminal,2020-05-05,173000
Rasgas LNG Terminal 3,2020-05-05,216000
Sabine Pass LNG Terminal,2020-05-05,160000
Sodegaura LNG Terminal,2020-05-05,125000
Yamal LNG Terminal,2020-05-05,170000
Corpus Christi LNG Terminal,2020-05-06,160000
Hammerfest LNG Snohvit Terminal,2020-05-06,142759
Hazira LNG Terminal,2020-05-06,137100
Pluto LNG Terminal,2020-05-06,172000
Rasgas LNG Terminal 3,2020-05-06,210000
South Hook LNG Terminal,2020-05-06,210000
Wheatstone LNG Terminal,2020-05-06,173000
Zeebrugge LNG Terminal,2020-05-06,216200
Świnoujście Polskie LNG Terminal,2020-05-06,216000
Barcelona LNG Terminal,2020-05-07,138262
Fos Tonkin LNG Terminal,2020-05-07,75500
Pluto LNG Terminal,2020-05-07,127525
Yamal LNG Terminal,2020-05-07,170000
Zhoushan LNG Terminal,2020-05-07,216200
Cartagena LNG Terminal (Spain),2020-05-08,160000
Gate LNG Terminal,2020-05-08,174000
Hazira LNG Terminal,2020-05-08,138000
Pluto LNG Terminal,2020-05-08,335870
Rasgas LNG Terminal 3,2020-05-08,216200
Sabine Pass LNG Terminal,2020-05-08,165000
GasPort FSRU,2020-05-09,209220
Gorgon LNG Terminal,2020-05-09,165500
Izmir Aliaga LNG Terminal,2020-05-09,170000
South Hook LNG Terminal,2020-05-09,210166
Yamal LNG Terminal,2020-05-09,173400
Zhuhai LNG Terminal,2020-05-09,153000
Barcelona LNG Terminal,2020-05-10,147208
Cameroon FLNG Terminal,2020-05-10,164000
Hammerfest LNG Snohvit Terminal,2020-05-10,142612
Himeji LNG Terminal,2020-05-10,125452
Jebel Ali FLNG Terminal,2020-05-10,154948
Rasgas LNG Terminal 3,2020-05-10,482200
Taichung LNG Terminal,2020-05-10,145000
Yamal LNG Terminal,2020-05-10,170000
Freeport LNG Terminal,2020-05-11,360000
Hazira LNG Terminal,2020-05-11,159700
Montoir LNG Terminal,2020-05-11,173000
Pluto LNG Terminal,2020-05-11,164000
Sabine Pass LNG Terminal,2020-05-11,172000
Vysotsk LNG Terminal,2020-05-11,18000
Zhoushan LNG Terminal,2020-05-11,152482
Rasgas LNG Terminal 3,2020-05-12,266000
Yamal LNG Terminal,2020-05-12,172000
Dalian LNG Terminal,2020-05-13,267335
Dunkirk LNG Terminal,2020-05-13,173000
Krk FSRU,2020-05-13,138059
Nigeria LNG Terminal,2020-05-13,170000
Sabine Pass LNG Terminal,2020-05-13,174000
Sines LNG Terminal,2020-05-13,170000
Yamal LNG Terminal,2020-05-13,173000
Zeebrugge LNG Terminal,2020-05-13,170000
Atlantic LNG Terminal,2020-05-14,174000
Map Ta Phut LNG Terminal 2,2020-05-14,217000
Rasgas LNG Terminal 3,2020-05-14,803420
South Hook LNG Terminal,2020-05-14,210168
Zeebrugge LNG Terminal,2020-05-14,170000
Arzew-Bethioua LNG Terminal,2020-05-15,170000
Das Island LNG Terminal,2020-05-15,137540
Lysekil LNG Terminal,2020-05-15,18000
Pluto LNG Terminal,2020-05-15,160000
Rasgas LNG Terminal 3,2020-05-15,432100
South Hook LNG Terminal,2020-05-15,216200
Yamal LNG Terminal,2020-05-15,173000
Świnoujście Polskie LNG Terminal,2020-05-15,160000
Calcasieu Pass LNG Terminal,2020-05-16,180000
Mugardos LNG Terminal,2020-05-16,160000
Pluto LNG Terminal,2020-05-16,174000
Rasgas LNG Terminal 3,2020-05-16,151700
Wheatstone LNG Terminal,2020-05-16,174000
Dunkirk LNG Terminal,2020-05-17,170000
Gate LNG Terminal,2020-05-17,155000
Incheon LNG Terminal,2020-05-17,174000
Jebel Ali FLNG Terminal,2020-05-17,137540
Montoir LNG Terminal,2020-05-17,173000
Rasgas LNG Terminal 3,2020-05-17,531000
Yamal LNG Terminal,2020-05-17,172000
Das Island LNG Terminal,2020-05-18,135000
Hazira LNG Terminal,2020-05-18,135000
Pluto LNG Terminal,2020-05-18,138028
Pyeongtaek LNG Terminal,2020-05-18,173000
Queensland Curtis LNG Terminal,2020-05-18,174000
Rasgas LNG Terminal 3,2020-05-18,209220
Sakhalin II LNG Terminal,2020-05-18,150000
Tianjin LNG Terminal (Sinopec),2020-05-18,172000
Zeebrugge LNG Terminal,2020-05-18,340000
Arzew-Bethioua LNG Terminal,2020-05-19,75500
Izmir Aliaga LNG Terminal,2020-05-19,170000
Quintero LNG Terminal,2020-05-19,170000
Rasgas LNG Terminal 3,2020-05-19,210100
Sodegaura LNG Terminal,2020-05-19,180000
Pluto LNG Terminal,2020-05-20,127544
Pyeongtaek LNG Terminal,2020-05-20,174000
Rasgas LNG Terminal 3,2020-05-20,261700
Revithoussa LNG Terminal,2020-05-20,159274
Yamal LNG Terminal,2020-05-20,173000
Fos Tonkin LNG Terminal,2020-05-21,75500
Gate LNG Terminal,2020-05-21,173400
Pyeongtaek LNG Terminal,2020-05-21,265000
Yamal LNG Terminal,2020-05-21,173000
Gorgon LNG Terminal,2020-05-22,152482
Huelva LNG Terminal,2020-05-22,160000
Incheon LNG Terminal,2020-05-22,174000
Pluto LNG Terminal,2020-05-22,125000
Qidong LNG Terminal,2020-05-22,261700
Rasgas LNG Terminal 3,2020-05-22,261700
Sabine Pass LNG Terminal,2020-05-22,160000
Wheatstone LNG Terminal,2020-05-22,155000
Zhoushan LNG Terminal,2020-05-22,161870
GasPort FSRU,2020-05-23,159800
Klaipeda FSRU,2020-05-23,165000
Tianjin LNG Terminal (Sinopec),2020-05-23,173400
Yamal LNG Terminal,2020-05-23,170000
Bilbao LNG Terminal,2020-05-24,172000
Montoir LNG Terminal,2020-05-24,173000
Nigeria LNG Terminal,2020-05-24,154880
Rasgas LNG Terminal 3,2020-05-24,210000
South Hook LNG Terminal,2020-05-24,216000
Wenzhou LNG Terminal,2020-05-24,160000
Calcasieu Pass LNG Terminal,2020-05-25,177000
Fos Tonkin LNG Terminal,2020-05-25,216200
Map Ta Phut LNG Terminal 2,2020-05-25,164000
Rasgas LNG Terminal 3,2020-05-25,355178
Sodegaura LNG Terminal,2020-05-25,174000
Gate LNG Terminal,2020-05-26,170000
Rasgas LNG Terminal 3,2020-05-26,217000
Sabine Pass LNG Terminal,2020-05-26,155000
Tongyoung LNG Terminal,2020-05-26,267335
Arzew-Bethioua LNG Terminal,2020-05-27,138058
Dalian LNG Terminal,2020-05-27,160000
Incheon LNG Terminal,2020-05-27,151812
Queensland Curtis LNG Terminal,2020-05-27,167000
South Hook LNG Terminal,2020-05-27,266000
Tianjin LNG Terminal (Sinopec),2020-05-27,150000
Calcasieu Pass LNG Terminal,2020-05-28,149700
Fos Tonkin LNG Terminal,2020-05-28,138058
Gibraltar LNG Terminal,2020-05-28,216000
Himeji LNG Terminal,2020-05-28,138028
Marmara LNG Terminal,2020-05-28,210100
Pluto LNG Terminal,2020-05-28,159764
Sagunto LNG Terminal,2020-05-28,174000
Vysotsk LNG Terminal,2020-05-28,18000
Yamal LNG Terminal,2020-05-28,173000
Bilbao LNG Terminal,2020-05-29,173000
Rasgas LNG Terminal 3,2020-05-29,362000
Sabine Pass LNG Terminal,2020-05-29,174000
Corpus Christi LNG Terminal,2020-05-30,170000
Nigeria LNG Terminal,2020-05-30,160000
Quintero LNG Terminal,2020-05-30,172000
Rasgas LNG Terminal 3,2020-05-30,267335
Tianjin LNG Terminal (Sinopec),2020-05-30,174000
Tornio Manga LNG Terminal,2020-05-30,18000
Yamal LNG Terminal,2020-05-30,170000
Fos Tonkin LNG Terminal,2020-05-31,217000
Mizushima LNG Terminal,2020-05-31,127525
Rasgas LNG Terminal 3,2020-05-31,210166
Revithoussa LNG Terminal,2020-05-31,209220
South Hook LNG Terminal,2020-05-31,216200
Yung-An LNG Terminal,2020-05-31,155000
Zeebrugge LNG Terminal,2020-05-31,173000
Cameroon FLNG Terminal,2020-06-01,160000
Freeport LNG Terminal,2020-06-01,180000
Krk FSRU,2020-06-01,151700
Mugardos LNG Terminal,2020-06-01,180000
Rasgas LNG Terminal 3,2020-06-01,145663
Sabine Pass LNG Terminal,2020-06-01,173400
Yamal LNG Terminal,2020-06-01,170000
Calcasieu Pass LNG Terminal,2020-06-02,155000
Montoir LNG Terminal,2020-06-02,172000
Rasgas LNG Terminal 3,2020-06-02,216200
Yung-An LNG Terminal,2020-06-02,215100
Kagoshima LNG Terminal,2020-06-03,127544
Klaipeda FSRU,2020-06-03,142612
Nigeria LNG Terminal,2020-06-03,173000
Ohgishima LNG Terminal,2020-06-03,135000
Rasgas LNG Terminal 3,2020-06-03,432200
Yamal LNG Terminal,2020-06-03,173400
Arzew-Bethioua LNG Terminal,2020-06-04,75500
GasPort FSRU,2020-06-04,145000
Gate LNG Terminal,2020-06-04,170000
Hazira LNG Terminal,2020-06-04,210166
Incheon LNG Terminal,2020-06-04,266000
Yamal LNG Terminal,2020-06-04,172000
Yokkaichi Works LNG Terminal,2020-06-04,180000
Zeebrugge LNG Terminal,2020-06-04,210100
Das Island LNG Terminal,2020-06-05,135000
Map Ta Phut LNG Terminal 2,2020-06-05,174000
Rasgas LNG Terminal 3,2020-06-05,266398
Sabine Pass LNG Terminal,2020-06-05,147208
South Hook LNG Terminal,2020-06-05,266000
Queensland Curtis LNG Terminal,2020-06-06,167000
Rasgas LNG Terminal 3,2020-06-06,210168
Sabine Pass LNG Terminal,2020-06-06,175000
Yamal LNG Terminal,2020-06-06,173000
Guangxi LNG Terminal,2020-06-07,164000
Montoir LNG Terminal,2020-06-07,173000
Nigeria LNG Terminal,2020-06-07,159700
Revithoussa LNG Terminal,2020-06-07,154880
South Hook LNG Terminal,2020-06-07,209220
Zeebrugge LNG Terminal,2020-06-07,170000
Świnoujście Polskie LNG Terminal,2020-06-07,210100
Gate LNG Terminal,2020-06-08,173000
Pluto LNG Terminal,2020-06-08,125452
Rasgas LNG Terminal 3,2020-06-08,145000
Samcheok LNG Terminal,2020-06-08,174000
Yamal LNG Terminal,2020-06-08,173000
Boryeong LNG Terminal,2020-06-09,180000
GasPort FSRU,2020-06-09,145663
Himeji LNG Terminal,2020-06-09,167000
Old Harbour FSRU,2020-06-09,137680
Panigaglia LNG Terminal,2020-06-09,75500
Rasgas LNG Terminal 3,2020-06-09,145000
Tongyoung LNG Terminal,2020-06-09,261700
Calcasieu Pass LNG Terminal,2020-06-10,180082
Hazira LNG Terminal,2020-06-10,174000
Pluto LNG Terminal,2020-06-10,155000
Qidong LNG Terminal,2020-06-10,265000
Rasgas LNG Terminal 3,2020-06-10,432200
South Hook LNG Terminal,2020-06-10,210000
Yung-An LNG Terminal,2020-06-10,152482
Arzew-Bethioua LNG Terminal,2020-06-11,138058
Rasgas LNG Terminal 3,2020-06-11,390000
Yung-An LNG Terminal,2020-06-11,145958
Atlantic LNG Terminal,2020-06-12,159800
Barcelona LNG Terminal,2020-06-12,217000
Mugardos LNG Terminal,2020-06-12,173400
Rasgas LNG Terminal 3,2020-06-12,210100
Tianjin LNG Terminal (Sinopec),2020-06-12,174000
Wheatstone LNG Terminal,2020-06-12,155000
Yamal LNG Terminal,2020-06-12,173000
Cartagena LNG Terminal (Spain),2020-06-13,174000
Das Island LNG Terminal,2020-06-13,137540
Hazira LNG Terminal,2020-06-13,135000
Marmara LNG Terminal,2020-06-13,209220
Montoir LNG Terminal,2020-06-13,170000
South Hook LNG Terminal,2020-06-13,266000
Grain LNG Terminal,2020-06-14,172000
Nigeria LNG Terminal,2020-06-14,170000
Yamal LNG Terminal,2020-06-14,170000
Yung-An LNG Terminal,2020-06-14,167000
Arzew-Bethioua LNG Terminal,2020-06-15,245500
Rasgas LNG Terminal 3,2020-06-15,563400
Yanai LNG Terminal,2020-06-15,125000
Pluto LNG Terminal,2020-06-16,161870
South Hook LNG Terminal,2020-06-16,217000
Wheatstone LNG Terminal,2020-06-16,174000
Yamal LNG Terminal,2020-06-16,172000
Aqaba Jordan FSRU,2020-06-17,155000
Arzew-Bethioua LNG Terminal,2020-06-17,170000
Izmir Aliaga LNG Terminal,2020-06-17,216000
Map Ta Phut LNG Terminal 2,2020-06-17,180000
Panigaglia LNG Terminal,2020-06-17,75500
Rasgas LNG Terminal 3,2020-06-17,216200
Skikda LNG Terminal,2020-06-17,75500
Świnoujście Polskie LNG Terminal,2020-06-17,210000
Pluto LNG Terminal,2020-06-18,174000
Rasgas LNG Terminal 3,2020-06-18,563062
Atlantic LNG Terminal,2020-06-19,172000
Calcasieu Pass LNG Terminal,2020-06-19,153000
Klaipeda FSRU,2020-06-19,147208
Map Ta Phut LNG Terminal 2,2020-06-19,174000
Rasgas LNG Terminal 3,2020-06-19,432200
Sabine Pass LNG Terminal,2020-06-19,160000
Senboku 2 LNG Terminal,2020-06-19,159764
South Hook LNG Terminal,2020-06-19,267335
Wheatstone LNG Terminal,2020-06-19,152482
Yokkaichi Works LNG Terminal,2020-06-19,216200
Zeebrugge LNG Terminal,2020-06-19,173000
Fos Tonkin LNG Terminal,2020-06-20,170000
Hazira LNG Terminal,2020-06-20,216200
Incheon LNG Terminal,2020-06-20,160000
Nigeria LNG Terminal,2020-06-20,172717
Panigaglia LNG Terminal,2020-06-20,75500
Rasgas LNG Terminal 3,2020-06-20,173400
Yamal LNG Terminal,2020-06-20,170000
Rasgas LNG Terminal 3,2020-06-21,480100
Sabine Pass LNG Terminal,2020-06-21,174000
Sines LNG Terminal,2020-06-21,173000
Toscana FSRU,2020-06-21,155000
Xintian Tangshan LNG Terminal,2020-06-21,177000
Yamal LNG Terminal,2020-06-21,173000
Arzew-Bethioua LNG Terminal,2020-06-23,75500
Dunkirk LNG Terminal,2020-06-23,216200
GasPort FSRU,2020-06-23,145000
Krk FSRU,2020-06-23,216000
Ohgishima LNG Terminal,2020-06-23,155000
Rasgas LNG Terminal 3,2020-06-23,267335
Yung-An LNG Terminal,2020-06-23,174000
Bilbao LNG Terminal,2020-06-24,142759
Cartagena LNG Terminal (Spain),2020-06-24,216200
Huelva LNG Terminal,2020-06-24,173000
Map Ta Phut LNG Terminal 2,2020-06-24,216000
South Hook LNG Terminal,2020-06-24,266398
Yamal LNG Terminal,2020-06-24,172000
Zeebrugge LNG Terminal,2020-06-24,210168
Pluto LNG Terminal,2020-06-25,152615
Rasgas LNG Terminal 3,2020-06-25,419320
Tianjin LNG Terminal (Sinopec),2020-06-25,174000
Das Island LNG Terminal,2020-06-26,135000
Fos Tonkin LNG Terminal,2020-06-26,75500
Hammerfest LNG Snohvit Terminal,2020-06-26,147208
Jieyang LNG Terminal (PipeChina),2020-06-26,155000
Krk FSRU,2020-06-26,145000
Rasgas LNG Terminal 3,2020-06-26,145700
Yamal LNG Terminal,2020-06-26,173400
Yokkaichi Works LNG Terminal,2020-06-26,177000
Zeebrugge LNG Terminal,2020-06-26,170000
Arzew-Bethioua LNG Terminal,2020-06-27,75500
Dunkirk LNG Terminal,2020-06-27,172000
Marmara LNG Terminal,2020-06-27,170000
Pichilingue LNG Terminal,2020-06-27,174000
Rasgas LNG Terminal 3,2020-06-27,426220
Yamal LNG Terminal,2020-06-27,170000
Pluto LNG Terminal,2020-06-28,127544
Sabine Pass LNG Terminal,2020-06-28,174000
Sodegaura LNG Terminal,2020-06-28,125452
Hammerfest LNG Snohvit Terminal,2020-06-29,154880
Jebel Ali FLNG Terminal,2020-06-29,159700
Ohgishima LNG Terminal,2020-06-29,161870
Rasgas LNG Terminal 3,2020-06-29,217000
Sabine Pass LNG Terminal,2020-06-29,151812
Taichung LNG Terminal,2020-06-29,150000
Yamal LNG Terminal,2020-06-29,172000
Arzew-Bethioua LNG Terminal,2020-06-30,245500
Boryeong LNG Terminal,2020-06-30,180000
Dalian LNG Terminal,2020-06-30,261700
Krk FSRU,2020-06-30,151700
Nigeria LNG Terminal,2020-06-30,176190
Pluto LNG Terminal,2020-06-30,127525
Rasgas LNG Terminal 3,2020-06-30,209220
